time,Open,High,Low,Close
,^NSEBANK,^NSEBANK,^NSEBANK,^NSEBANK
2026-04-01 13:20:00,51881.69921875,51886.44921875,51766.80078125,51775.8984375
2026-04-01 13:25:00,51775.3515625,51808.30078125,51739.0,51779.8984375
2026-04-01 13:30:00,51779.94921875,51784.6015625,51685.05078125,51716.80078125
2026-04-01 13:35:00,51715.80078125,51735.19921875,51636.8984375,51717.19921875
2026-04-01 13:40:00,51716.8984375,51716.8984375,51423.1015625,51470.0
2026-04-01 13:45:00,51472.3984375,51569.94921875,51418.75,51535.94921875
2026-04-01 13:50:00,51532.94921875,51580.19921875,51517.1484375,51560.1015625
2026-04-01 13:55:00,51558.0,51639.6484375,51533.19921875,51568.75
2026-04-01 14:00:00,51569.3515625,51656.19921875,51527.6484375,51629.19921875
2026-04-01 14:05:00,51630.25,51697.30078125,51615.44921875,51683.05078125
2026-04-01 14:10:00,51689.6484375,51740.6484375,51657.44921875,51732.8984375
2026-04-01 14:15:00,51738.6015625,51740.30078125,51643.6484375,51697.1484375
2026-04-01 14:20:00,51695.75,51717.05078125,51607.30078125,51643.1015625
2026-04-01 14:25:00,51640.75,51708.1484375,51622.05078125,51704.94921875
2026-04-01 14:30:00,51705.25,51711.44921875,51612.1015625,51629.44921875
2026-04-01 14:35:00,51632.3515625,51632.3515625,51497.94921875,51521.1015625
2026-04-01 14:40:00,51520.6015625,51521.75,51436.1015625,51479.80078125
2026-04-01 14:45:00,51476.80078125,51476.8984375,51369.80078125,51415.8984375
2026-04-01 14:50:00,51414.6015625,51462.25,51378.25,51448.0
2026-04-01 14:55:00,51450.1015625,51521.6015625,51424.44921875,51441.8515625
2026-04-01 15:00:00,51436.05078125,51512.5,51389.30078125,51445.3984375
2026-04-01 15:05:00,51449.19921875,51470.3515625,51430.6015625,51465.44921875
2026-04-01 15:10:00,51468.19921875,51477.80078125,51408.69921875,51418.3984375
2026-04-01 15:15:00,51417.44921875,51454.1015625,51411.5,51434.3515625
2026-04-01 15:20:00,51437.05078125,51452.8984375,51416.8515625,51451.80078125
2026-04-01 15:25:00,51451.80078125,51532.75,51444.8984375,51526.1015625
2026-04-02 09:15:00,50618.25,50618.25,50005.80078125,50066.6484375
2026-04-02 09:20:00,50064.3515625,50148.75,50026.6484375,50121.25
2026-04-02 09:25:00,50117.55078125,50126.5,50059.5,50104.30078125
2026-04-02 09:30:00,50102.80078125,50214.80078125,50096.8984375,50187.30078125
2026-04-02 09:35:00,50192.6015625,50347.0,50176.1484375,50243.55078125
2026-04-02 09:40:00,50247.55078125,50273.30078125,50201.80078125,50227.05078125
2026-04-02 09:45:00,50228.8515625,50244.1015625,50180.3984375,50212.55078125
2026-04-02 09:50:00,50212.25,50225.30078125,50113.8515625,50148.80078125
2026-04-02 09:55:00,50147.6015625,50162.8984375,50120.69921875,50121.25
2026-04-02 10:00:00,50125.30078125,50153.1484375,50036.25,50060.05078125
2026-04-02 10:05:00,50061.1015625,50074.5,50011.8515625,50036.3515625
2026-04-02 10:10:00,50032.6484375,50186.6015625,50007.30078125,50172.30078125
2026-04-02 10:15:00,50173.25,50173.25,50051.30078125,50087.1484375
2026-04-02 10:20:00,50087.8984375,50142.1015625,50047.8984375,50050.3515625
2026-04-02 10:25:00,50054.1484375,50121.5,50048.80078125,50081.3984375
2026-04-02 10:30:00,50080.1484375,50100.80078125,50061.75,50072.94921875
2026-04-02 10:35:00,50068.1484375,50085.55078125,50033.44921875,50059.3515625
2026-04-02 10:40:00,50057.3984375,50125.30078125,50044.3984375,50092.44921875
2026-04-02 10:45:00,50092.6015625,50099.19921875,49957.1484375,50000.44921875
2026-04-02 10:50:00,49998.44921875,50079.69921875,49978.25,50062.1484375
2026-04-02 10:55:00,50062.94921875,50112.3984375,50043.44921875,50102.55078125
2026-04-02 11:00:00,50106.05078125,50161.80078125,50102.5,50115.25
2026-04-02 11:05:00,50123.8515625,50148.1484375,50088.3984375,50121.3984375
2026-04-02 11:10:00,50122.0,50132.5,50086.94921875,50111.1484375
2026-04-02 11:15:00,50115.8515625,50127.1015625,50069.6015625,50105.55078125
2026-04-02 11:20:00,50106.3984375,50133.19921875,50076.1015625,50106.80078125
2026-04-02 11:25:00,50111.8984375,50148.8984375,50065.3984375,50081.1484375
2026-04-02 11:30:00,50078.6484375,50124.1484375,50067.1015625,50079.55078125
2026-04-02 11:35:00,50077.3515625,50151.6484375,50073.25,50132.3984375
2026-04-02 11:40:00,50132.1484375,50140.0,50086.3984375,50105.6015625
2026-04-02 11:45:00,50094.19921875,50154.80078125,50094.19921875,50122.8515625
2026-04-02 11:50:00,50119.6484375,50143.6484375,50096.1015625,50124.55078125
2026-04-02 11:55:00,50132.19921875,50254.6015625,50114.1484375,50192.30078125
2026-04-02 12:00:00,50192.80078125,50219.6484375,50111.3515625,50129.05078125
2026-04-02 12:05:00,50131.44921875,50139.05078125,50054.8515625,50121.6015625
2026-04-02 12:10:00,50121.69921875,50170.44921875,50114.6015625,50133.30078125
2026-04-02 12:15:00,50137.30078125,50154.05078125,50104.8515625,50112.19921875
2026-04-02 12:20:00,50110.6484375,50130.3984375,50030.8515625,50116.1015625
2026-04-02 12:25:00,50111.80078125,50189.5,50084.80078125,50188.30078125
